,Date,Product ID,Category,Region,Units Sold,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Sales
4568,2022-02-15,P0009,Furniture,West,195,47.53,5,Sunny,0,43.81,Summer,8804.9325
4569,2022-02-15,P0010,Electronics,East,3,94.18,20,Rainy,0,95.76,Autumn,226.03200000000004
4570,2022-02-15,P0011,Toys,North,183,41.65,0,Snowy,0,46.19,Winter,7621.95
4571,2022-02-15,P0012,Furniture,North,87,64.32,20,Sunny,0,62.56,Autumn,4476.672
4572,2022-02-15,P0013,Groceries,East,55,97.47,15,Snowy,1,93.26,Summer,4556.7225
4573,2022-02-15,P0014,Furniture,North,144,55.22,5,Sunny,0,57.75,Winter,7554.096
4574,2022-02-15,P0015,Electronics,South,158,97.72,15,Snowy,1,98.04,Autumn,13123.796
4575,2022-02-15,P0016,Clothing,North,116,93.8,20,Cloudy,0,98.6,Spring,8704.64
4576,2022-02-15,P0017,Groceries,East,379,78.71,10,Sunny,1,79.8,Summer,26847.980999999996
4577,2022-02-15,P0018,Toys,West,23,16.93,0,Sunny,0,18.85,Spring,389.39
4578,2022-02-15,P0019,Toys,South,38,11.58,0,Cloudy,0,11.55,Autumn,440.04
4579,2022-02-15,P0020,Clothing,East,71,25.87,5,Snowy,1,25.65,Winter,1744.9315
4660,2022-02-16,P0001,Furniture,South,311,27.95,15,Rainy,1,27.68,Spring,7388.582499999999
4661,2022-02-16,P0002,Furniture,South,18,83.32,15,Rainy,0,86.35,Spring,1274.7959999999998
4662,2022-02-16,P0003,Toys,East,59,58.54,15,Sunny,0,54.48,Autumn,2935.781
4663,2022-02-16,P0004,Toys,South,389,71.37,10,Rainy,1,68.41,Winter,24986.637000000002
4664,2022-02-16,P0005,Groceries,West,44,90.38,15,Snowy,1,86.66,Winter,3380.2119999999995
4665,2022-02-16,P0006,Furniture,North,133,84.26,0,Rainy,0,82.36,Autumn,11206.58
4666,2022-02-16,P0007,Clothing,West,153,32.12,0,Cloudy,0,27.83,Summer,4914.36
4667,2022-02-16,P0008,Clothing,West,92,48.47,5,Sunny,1,44.77,Winter,4236.277999999999
4668,2022-02-16,P0009,Toys,North,28,96.75,10,Rainy,1,97.75,Summer,2438.1
4669,2022-02-16,P0010,Clothing,South,136,83.74,15,Rainy,1,88.1,Summer,9680.344
4670,2022-02-16,P0011,Groceries,East,81,99.41,20,Snowy,0,101.13,Autumn,6441.768
4671,2022-02-16,P0012,Furniture,West,50,63.76,10,Sunny,0,65.25,Autumn,2869.2000000000003
4672,2022-02-16,P0013,Clothing,South,0,47.12,20,Sunny,1,47.5,Winter,0.0
4673,2022-02-16,P0014,Clothing,West,338,15.41,15,Rainy,0,19.75,Summer,4427.293
4674,2022-02-16,P0015,Toys,North,43,79.58,15,Sunny,0,84.32,Autumn,2908.649
4675,2022-02-16,P0016,Furniture,West,7,30.98,5,Sunny,0,35.43,Autumn,206.017
4676,2022-02-16,P0017,Furniture,North,11,54.16,15,Snowy,0,54.63,Spring,506.39599999999996
4677,2022-02-16,P0018,Clothing,North,352,66.87,5,Snowy,1,71.55,Autumn,22361.328
4678,2022-02-16,P0019,Groceries,East,406,56.28,0,Cloudy,1,56.07,Summer,22849.68
4679,2022-02-16,P0020,Toys,North,75,50.67,15,Rainy,1,46.8,Autumn,3230.2125
4760,2022-02-17,P0001,Electronics,North,115,75.96,10,Snowy,0,80.7,Winter,7861.86
4761,2022-02-17,P0002,Clothing,East,295,14.49,15,Cloudy,1,14.05,Winter,3633.3675
4762,2022-02-17,P0003,Toys,South,354,38.94,20,Snowy,1,37.23,Spring,11027.807999999999
4763,2022-02-17,P0004,Furniture,West,354,32.79,10,Snowy,1,28.68,Summer,10446.894
4764,2022-02-17,P0005,Toys,North,115,78.86,5,Rainy,0,80.46,Winter,8615.455
4765,2022-02-17,P0006,Groceries,North,139,52.4,10,Rainy,0,55.93,Autumn,6555.24
4766,2022-02-17,P0007,Clothing,West,56,47.89,0,Cloudy,0,51.94,Winter,2681.84
4767,2022-02-17,P0008,Toys,South,58,31.08,15,Snowy,1,33.59,Summer,1532.244
4768,2022-02-17,P0009,Groceries,North,12,27.17,20,Sunny,0,27.08,Autumn,260.83200000000005
4769,2022-02-17,P0010,Clothing,West,454,12.15,15,Rainy,0,12.08,Autumn,4688.685
4770,2022-02-17,P0011,Groceries,North,221,81.38,0,Snowy,1,85.11,Autumn,17984.98
4771,2022-02-17,P0012,Groceries,East,460,59.49,10,Sunny,0,59.2,Winter,24628.86
4772,2022-02-17,P0013,Furniture,West,445,88.96,15,Sunny,1,87.01,Winter,33649.119999999995
4773,2022-02-17,P0014,Groceries,South,85,87.86,15,Snowy,0,83.4,Summer,6347.885
4774,2022-02-17,P0015,Clothing,West,19,86.63,10,Rainy,1,87.56,Winter,1481.3729999999998
4775,2022-02-17,P0016,Clothing,South,160,61.48,5,Snowy,0,57.63,Winter,9344.96
4776,2022-02-17,P0017,Electronics,North,21,36.16,15,Sunny,0,31.63,Spring,645.4559999999999
4777,2022-02-17,P0018,Clothing,East,33,68.75,10,Cloudy,1,64.53,Autumn,2041.875
4778,2022-02-17,P0019,Clothing,East,53,64.08,10,Cloudy,0,67.44,Summer,3056.616
4779,2022-02-17,P0020,Toys,East,351,43.69,15,Snowy,0,41.89,Autumn,13034.911499999998
4860,2022-02-18,P0001,Groceries,East,22,10.84,15,Sunny,1,13.93,Summer,202.708
4861,2022-02-18,P0002,Toys,South,92,34.38,10,Snowy,0,30.59,Autumn,2846.664
4862,2022-02-18,P0003,Furniture,South,306,87.99,15,Rainy,1,86.13,Winter,22886.198999999997
4863,2022-02-18,P0004,Toys,North,38,77.24,5,Cloudy,1,79.54,Summer,2788.3639999999996
4864,2022-02-18,P0005,Furniture,West,56,96.29,20,Cloudy,0,94.13,Autumn,4313.792
4865,2022-02-18,P0006,Toys,North,164,11.83,15,Cloudy,0,9.17,Spring,1649.102
4866,2022-02-18,P0007,Clothing,South,179,52.47,0,Snowy,1,51.95,Summer,9392.13
4867,2022-02-18,P0008,Groceries,West,195,95.66,20,Cloudy,0,100.53,Summer,14922.960000000001
4868,2022-02-18,P0009,Clothing,North,201,40.23,10,Cloudy,0,43.74,Winter,7277.607
4869,2022-02-18,P0010,Clothing,South,58,65.74,10,Sunny,0,64.64,Spring,3431.6279999999997
4870,2022-02-18,P0011,Clothing,East,80,22.11,0,Rainy,0,18.91,Autumn,1768.8
4871,2022-02-18,P0012,Electronics,North,324,18.79,20,Cloudy,1,17.59,Summer,4870.368
4872,2022-02-18,P0013,Clothing,South,119,51.38,20,Snowy,1,46.78,Winter,4891.376
4873,2022-02-18,P0014,Groceries,South,184,29.85,10,Sunny,1,34.53,Spring,4943.160000000001
4874,2022-02-18,P0015,Furniture,West,51,31.45,5,Cloudy,1,30.48,Autumn,1523.7525
4875,2022-02-18,P0016,Clothing,North,336,29.66,15,Cloudy,1,25.96,Winter,8470.896
4876,2022-02-18,P0017,Electronics,North,64,30.11,0,Cloudy,1,33.53,Autumn,1927.04
4877,2022-02-18,P0018,Electronics,South,193,34.26,15,Cloudy,0,31.78,Autumn,5620.352999999999
4878,2022-02-18,P0019,Toys,South,75,11.62,5,Rainy,1,13.18,Winter,827.9249999999998
4879,2022-02-18,P0020,Electronics,West,163,37.54,15,Sunny,0,41.74,Spring,5201.1669999999995
4960,2022-02-19,P0001,Clothing,North,337,91.83,15,Sunny,0,94.1,Spring,26304.7035
4961,2022-02-19,P0002,Clothing,South,14,38.57,10,Rainy,0,43.51,Autumn,485.982
4962,2022-02-19,P0003,Clothing,East,29,12.36,0,Rainy,0,13.43,Summer,358.44
4963,2022-02-19,P0004,Furniture,North,34,49.04,0,Cloudy,1,46.49,Winter,1667.36
4964,2022-02-19,P0005,Groceries,East,293,23.01,0,Cloudy,0,21.16,Autumn,6741.93
4965,2022-02-19,P0006,Electronics,South,22,71.05,10,Rainy,1,74.88,Autumn,1406.79
4966,2022-02-19,P0007,Clothing,West,218,55.87,10,Sunny,0,54.45,Autumn,10961.694
4967,2022-02-19,P0008,Furniture,South,279,36.83,15,Rainy,1,32.0,Winter,8734.234499999999
4968,2022-02-19,P0009,Groceries,North,16,84.14,20,Snowy,0,80.83,Autumn,1076.992
4969,2022-02-19,P0010,Electronics,West,93,65.77,0,Sunny,0,64.25,Spring,6116.61
4970,2022-02-19,P0011,Groceries,West,71,45.32,5,Snowy,0,43.86,Winter,3056.834
4971,2022-02-19,P0012,Clothing,East,429,44.56,5,Snowy,1,39.95,Autumn,18160.428
4972,2022-02-19,P0013,Furniture,East,261,93.93,10,Cloudy,1,94.12,Summer,22064.157000000003
4973,2022-02-19,P0014,Furniture,East,114,46.21,20,Cloudy,0,41.74,Spring,4214.352000000001
4974,2022-02-19,P0015,Toys,North,168,32.42,15,Rainy,1,36.59,Autumn,4629.576
4975,2022-02-19,P0016,Groceries,East,37,88.64,5,Rainy,1,86.53,Spring,3115.696
4976,2022-02-19,P0017,Groceries,East,275,54.97,20,Rainy,0,54.61,Winter,12093.400000000001
4977,2022-02-19,P0018,Electronics,North,159,97.09,15,Cloudy,1,100.56,Summer,13121.713500000002
4978,2022-02-19,P0019,Clothing,North,132,97.41,5,Cloudy,0,97.2,Autumn,12215.213999999998
4979,2022-02-19,P0020,Clothing,South,75,28.16,15,Rainy,0,25.9,Autumn,1795.2
5060,2022-02-20,P0001,Furniture,East,102,72.74,20,Snowy,1,77.5,Summer,5935.584
5061,2022-02-20,P0002,Groceries,West,96,41.95,0,Rainy,1,39.21,Winter,4027.2000000000003
5062,2022-02-20,P0003,Groceries,West,81,72.46,15,Cloudy,1,71.25,Summer,4988.870999999999
5063,2022-02-20,P0004,Groceries,South,76,58.21,20,Cloudy,1,55.27,Summer,3539.168
5064,2022-02-20,P0005,Furniture,South,107,72.07,0,Cloudy,1,76.88,Spring,7711.489999999999
5065,2022-02-20,P0006,Electronics,North,143,23.66,5,Rainy,1,24.06,Autumn,3214.211
5066,2022-02-20,P0007,Furniture,East,68,92.92,0,Sunny,0,88.31,Spring,6318.56
5067,2022-02-20,P0008,Toys,North,4,59.15,5,Cloudy,0,56.09,Winter,224.76999999999998
5068,2022-02-20,P0009,Clothing,East,188,28.07,5,Sunny,1,32.96,Spring,5013.302
5069,2022-02-20,P0010,Groceries,East,270,68.65,10,Sunny,0,70.92,Winter,16681.95
5070,2022-02-20,P0011,Clothing,West,176,76.59,15,Sunny,0,79.97,Spring,11457.864
5071,2022-02-20,P0012,Furniture,West,30,79.08,0,Cloudy,0,80.93,Spring,2372.4
5072,2022-02-20,P0013,Furniture,West,164,19.93,5,Rainy,1,18.35,Autumn,3105.094
5073,2022-02-20,P0014,Clothing,South,130,92.62,5,Snowy,0,96.05,Spring,11438.57
5074,2022-02-20,P0015,Groceries,South,120,17.78,10,Snowy,1,17.36,Autumn,1920.2400000000005
5075,2022-02-20,P0016,Electronics,East,112,93.88,5,Snowy,0,89.3,Autumn,9988.831999999999
5076,2022-02-20,P0017,Electronics,South,340,81.11,5,Cloudy,1,78.78,Summer,26198.53
5077,2022-02-20,P0018,Electronics,East,62,57.7,0,Sunny,1,55.24,Autumn,3577.4
5078,2022-02-20,P0019,Electronics,East,66,19.85,0,Cloudy,0,20.27,Spring,1310.1000000000001
5079,2022-02-20,P0020,Toys,West,395,49.95,0,Sunny,0,46.36,Autumn,19730.25
5160,2022-02-21,P0001,Toys,North,256,81.26,10,Sunny,0,80.55,Summer,18722.304
5161,2022-02-21,P0002,Toys,East,0,23.07,5,Sunny,0,19.52,Autumn,0.0
5162,2022-02-21,P0003,Clothing,East,73,46.89,15,Cloudy,0,45.67,Spring,2909.5245
5163,2022-02-21,P0004,Electronics,East,147,55.88,15,Snowy,1,57.75,Summer,6982.206
5164,2022-02-21,P0005,Furniture,North,78,96.98,0,Snowy,1,93.55,Autumn,7564.4400000000005
5165,2022-02-21,P0006,Groceries,South,53,21.57,15,Sunny,0,17.61,Autumn,971.7285
5166,2022-02-21,P0007,Clothing,North,386,47.56,10,Rainy,1,51.99,Summer,16522.344
5167,2022-02-21,P0008,Electronics,South,159,24.67,5,Cloudy,0,20.3,Spring,3726.4035
5168,2022-02-21,P0009,Furniture,West,7,97.55,20,Snowy,1,94.13,Winter,546.2800000000001
5169,2022-02-21,P0010,Groceries,South,120,50.51,10,Sunny,1,48.13,Winter,5455.08
5170,2022-02-21,P0011,Furniture,North,104,76.21,20,Cloudy,1,79.16,Summer,6340.672
5171,2022-02-21,P0012,Clothing,West,100,84.57,15,Rainy,1,80.31,Summer,7188.45
5172,2022-02-21,P0013,Clothing,North,199,87.37,5,Cloudy,0,87.87,Autumn,16517.2985
5173,2022-02-21,P0014,Furniture,West,183,76.72,5,Snowy,1,78.3,Summer,13337.771999999999
5174,2022-02-21,P0015,Clothing,North,9,59.77,20,Rainy,0,60.89,Summer,430.34400000000005
5175,2022-02-21,P0016,Electronics,West,348,44.03,5,Cloudy,1,46.48,Summer,14556.318
5176,2022-02-21,P0017,Furniture,West,16,73.27,5,Rainy,0,77.88,Winter,1113.704
5177,2022-02-21,P0018,Electronics,West,6,92.01,20,Sunny,1,90.16,Summer,441.6480000000001
5178,2022-02-21,P0019,Toys,East,21,80.86,15,Cloudy,1,80.36,Summer,1443.3509999999999
5179,2022-02-21,P0020,Toys,North,165,19.08,10,Cloudy,0,22.55,Summer,2833.38
5260,2022-02-22,P0001,Toys,East,143,49.39,15,Cloudy,1,54.21,Spring,6003.3545
5261,2022-02-22,P0002,Furniture,South,145,65.79,20,Cloudy,0,61.69,Spring,7631.640000000001
5262,2022-02-22,P0003,Furniture,North,64,48.19,5,Cloudy,1,47.42,Winter,2929.9519999999998
5263,2022-02-22,P0004,Clothing,North,107,62.98,20,Sunny,1,66.98,Winter,5391.088
5264,2022-02-22,P0005,Clothing,West,97,33.08,0,Snowy,1,34.36,Autumn,3208.7599999999998
5265,2022-02-22,P0006,Furniture,North,106,97.77,15,Rainy,0,95.43,Winter,8809.077
5266,2022-02-22,P0007,Clothing,West,5,98.66,0,Sunny,0,98.64,Summer,493.29999999999995
5267,2022-02-22,P0008,Furniture,East,39,87.58,15,Cloudy,0,88.08,Autumn,2903.277
5268,2022-02-22,P0009,Groceries,South,42,29.28,10,Cloudy,1,28.4,Summer,1106.784
5269,2022-02-22,P0010,Groceries,North,163,91.71,20,Sunny,0,87.0,Winter,11958.984
5270,2022-02-22,P0011,Furniture,South,131,28.77,20,Rainy,0,24.11,Summer,3015.096
5271,2022-02-22,P0012,Groceries,North,137,61.56,5,Cloudy,0,60.94,Summer,8012.034000000001
5272,2022-02-22,P0013,Furniture,East,228,37.45,10,Snowy,1,33.6,Winter,7684.740000000001
5273,2022-02-22,P0014,Electronics,West,24,56.15,10,Cloudy,1,58.8,Summer,1212.84
5274,2022-02-22,P0015,Toys,West,15,78.15,15,Rainy,1,82.87,Winter,996.4125
5275,2022-02-22,P0016,Furniture,West,381,61.55,0,Rainy,1,58.72,Summer,23450.55
5276,2022-02-22,P0017,Clothing,South,174,53.35,0,Cloudy,0,54.52,Autumn,9282.9
5277,2022-02-22,P0018,Electronics,East,213,59.21,5,Snowy,1,63.27,Spring,11981.143499999998
5278,2022-02-22,P0019,Furniture,West,58,98.23,15,Cloudy,0,101.6,Winter,4842.739
5279,2022-02-22,P0020,Toys,West,255,15.66,0,Sunny,0,11.24,Summer,3993.3
5360,2022-02-23,P0001,Clothing,North,54,17.6,10,Rainy,1,12.74,Summer,855.3600000000001
5361,2022-02-23,P0002,Toys,West,169,39.22,0,Rainy,0,40.72,Autumn,6628.179999999999
5362,2022-02-23,P0003,Clothing,West,285,12.12,15,Cloudy,0,12.75,Summer,2936.0699999999997
5363,2022-02-23,P0004,Electronics,East,61,21.28,10,Rainy,1,21.34,Autumn,1168.2720000000002
5364,2022-02-23,P0005,Electronics,East,80,73.77,5,Sunny,1,73.75,Autumn,5606.5199999999995
5365,2022-02-23,P0006,Toys,North,3,73.35,0,Rainy,0,78.01,Summer,220.04999999999998
5366,2022-02-23,P0007,Furniture,East,98,52.22,20,Rainy,0,50.15,Autumn,4094.048
5367,2022-02-23,P0008,Groceries,South,149,29.48,0,Cloudy,0,26.01,Summer,4392.52
5368,2022-02-23,P0009,Clothing,North,56,41.05,15,Rainy,1,39.8,Spring,1953.9799999999998
5369,2022-02-23,P0010,Groceries,East,31,67.61,0,Cloudy,0,70.43,Summer,2095.91
5370,2022-02-23,P0011,Electronics,North,96,19.42,10,Sunny,0,21.5,Autumn,1677.8880000000001
5371,2022-02-23,P0012,Electronics,East,23,23.54,10,Snowy,0,22.84,Summer,487.27799999999996
5372,2022-02-23,P0013,Electronics,South,14,39.09,10,Cloudy,1,34.91,Spring,492.534
5373,2022-02-23,P0014,Groceries,East,131,49.37,5,Rainy,1,45.64,Autumn,6144.096499999999
5374,2022-02-23,P0015,Furniture,West,371,55.84,15,Snowy,1,57.28,Autumn,17609.144000000004
5375,2022-02-23,P0016,Toys,North,73,44.16,15,Sunny,1,40.11,Summer,2740.1279999999997
5376,2022-02-23,P0017,Electronics,West,145,20.85,15,Rainy,1,20.82,Spring,2569.7625
5377,2022-02-23,P0018,Furniture,West,319,76.23,10,Sunny,1,71.61,Autumn,21885.633
5378,2022-02-23,P0019,Toys,East,391,25.38,10,Snowy,0,26.38,Winter,8931.222
5379,2022-02-23,P0020,Clothing,West,181,22.48,10,Cloudy,0,23.4,Autumn,3661.992
5460,2022-02-24,P0001,Furniture,East,25,42.8,10,Cloudy,1,42.36,Winter,963.0
5461,2022-02-24,P0002,Groceries,South,173,65.45,0,Rainy,1,61.04,Summer,11322.85
5462,2022-02-24,P0003,Groceries,West,81,57.23,5,Rainy,1,55.66,Spring,4403.8485
5463,2022-02-24,P0004,Groceries,West,47,42.37,10,Snowy,1,43.7,Spring,1792.251
5464,2022-02-24,P0005,Groceries,South,316,56.53,5,Rainy,1,53.25,Winter,16970.306
5465,2022-02-24,P0006,Electronics,West,56,46.02,15,Snowy,0,42.67,Spring,2190.552
5466,2022-02-24,P0007,Groceries,South,52,67.56,0,Cloudy,0,63.35,Autumn,3513.12
5467,2022-02-24,P0008,Clothing,West,58,22.68,0,Snowy,1,27.51,Summer,1315.44
5468,2022-02-24,P0009,Toys,West,53,27.39,5,Snowy,0,32.31,Summer,1379.0865000000001
5469,2022-02-24,P0010,Furniture,North,57,39.28,5,Rainy,0,35.21,Summer,2127.0119999999997
5470,2022-02-24,P0011,Electronics,North,154,87.77,10,Rainy,0,85.02,Autumn,12164.922
5471,2022-02-24,P0012,Furniture,North,207,38.7,5,Rainy,0,41.88,Spring,7610.3550000000005
5472,2022-02-24,P0013,Clothing,North,241,53.43,20,Sunny,1,54.02,Spring,10301.304
5473,2022-02-24,P0014,Clothing,East,225,31.55,20,Sunny,0,30.54,Summer,5679.0
5474,2022-02-24,P0015,Electronics,South,56,53.04,20,Rainy,0,54.07,Autumn,2376.192
5475,2022-02-24,P0016,Electronics,East,157,85.91,15,Cloudy,0,86.74,Winter,11464.689499999999
5476,2022-02-24,P0017,Clothing,South,93,35.72,20,Snowy,1,37.37,Spring,2657.568
5477,2022-02-24,P0018,Toys,North,284,16.56,10,Cloudy,0,14.91,Winter,4232.736
5478,2022-02-24,P0019,Furniture,North,147,50.52,15,Sunny,0,48.09,Autumn,6312.474
5479,2022-02-24,P0020,Toys,South,97,38.74,0,Rainy,1,40.5,Winter,3757.78
5560,2022-02-25,P0001,Toys,East,129,38.42,5,Snowy,1,40.96,Winter,4708.371
5561,2022-02-25,P0002,Groceries,North,167,63.63,0,Cloudy,0,67.28,Winter,10626.210000000001
5562,2022-02-25,P0003,Clothing,South,193,28.35,10,Snowy,1,30.99,Winter,4924.395
5563,2022-02-25,P0004,Toys,East,2,71.47,0,Cloudy,1,67.21,Autumn,142.94
5564,2022-02-25,P0005,Furniture,South,111,35.18,20,Rainy,0,37.33,Autumn,3123.9840000000004
5565,2022-02-25,P0006,Toys,West,98,26.04,5,Snowy,1,27.47,Summer,2424.324
5566,2022-02-25,P0007,Clothing,North,78,29.77,10,Snowy,0,34.03,Summer,2089.854
5567,2022-02-25,P0008,Clothing,West,57,63.2,10,Rainy,0,58.9,Autumn,3242.1600000000003
5568,2022-02-25,P0009,Electronics,East,17,75.79,20,Rainy,0,74.73,Summer,1030.7440000000001
5569,2022-02-25,P0010,Electronics,North,229,46.74,20,Rainy,1,48.0,Autumn,8562.768000000002
5570,2022-02-25,P0011,Toys,West,1,20.06,20,Sunny,0,24.82,Spring,16.048
5571,2022-02-25,P0012,Furniture,East,180,90.7,20,Cloudy,0,92.34,Spring,13060.800000000001
5572,2022-02-25,P0013,Clothing,East,70,61.81,5,Snowy,1,61.43,Winter,4110.365
5573,2022-02-25,P0014,Furniture,West,38,75.37,5,Snowy,1,77.12,Winter,2720.8570000000004
5574,2022-02-25,P0015,Clothing,West,80,99.33,0,Snowy,1,100.89,Summer,7946.4
5575,2022-02-25,P0016,Furniture,West,67,14.57,10,Cloudy,0,13.42,Autumn,878.571
5576,2022-02-25,P0017,Electronics,East,113,65.6,15,Cloudy,1,62.53,Summer,6300.879999999999
5577,2022-02-25,P0018,Furniture,North,54,41.51,5,Sunny,1,42.12,Winter,2129.4629999999997
5578,2022-02-25,P0019,Toys,East,269,17.2,0,Sunny,1,20.5,Winter,4626.8
5579,2022-02-25,P0020,Groceries,North,16,41.73,20,Cloudy,0,40.23,Spring,534.144
5660,2022-02-26,P0001,Groceries,South,67,41.2,0,Sunny,0,41.75,Winter,2760.4
5661,2022-02-26,P0002,Clothing,South,267,32.34,15,Cloudy,1,28.7,Autumn,7339.563
5662,2022-02-26,P0003,Electronics,North,225,94.75,10,Cloudy,1,98.88,Winter,19186.875
5663,2022-02-26,P0004,Furniture,North,95,60.43,15,Snowy,0,56.27,Summer,4879.7225
5664,2022-02-26,P0005,Furniture,South,40,40.3,20,Sunny,1,39.08,Summer,1289.6000000000001
5665,2022-02-26,P0006,Clothing,South,404,77.31,5,Sunny,0,81.92,Autumn,29671.578
5666,2022-02-26,P0007,Electronics,South,468,15.09,10,Sunny,0,18.21,Spring,6355.908
5667,2022-02-26,P0008,Furniture,North,83,54.74,5,Sunny,0,54.6,Winter,4316.249
5668,2022-02-26,P0009,Groceries,South,290,38.79,5,Rainy,1,36.04,Autumn,10686.645
5669,2022-02-26,P0010,Furniture,South,484,53.6,15,Sunny,0,54.89,Summer,22051.04
5670,2022-02-26,P0011,Electronics,West,205,53.91,15,Sunny,1,54.61,Spring,9393.8175
5671,2022-02-26,P0012,Groceries,East,309,90.07,5,Rainy,0,93.38,Spring,26440.048499999997
5672,2022-02-26,P0013,Groceries,West,47,12.87,10,Cloudy,0,15.6,Winter,544.401
5673,2022-02-26,P0014,Groceries,West,100,60.42,15,Cloudy,0,62.31,Autumn,5135.7
5674,2022-02-26,P0015,Toys,West,136,73.73,5,Cloudy,1,78.05,Autumn,9525.916000000001
5675,2022-02-26,P0016,Toys,West,26,74.74,15,Cloudy,1,70.14,Autumn,1651.7539999999997
5676,2022-02-26,P0017,Furniture,South,177,31.3,5,Cloudy,0,26.8,Summer,5263.095
5677,2022-02-26,P0018,Clothing,East,142,85.42,15,Rainy,1,89.52,Summer,10310.194
5678,2022-02-26,P0019,Clothing,West,434,10.05,5,Sunny,1,7.81,Spring,4143.615000000001
5679,2022-02-26,P0020,Electronics,South,65,99.94,15,Cloudy,0,95.93,Autumn,5521.6849999999995
5760,2022-02-27,P0001,Toys,East,155,52.03,5,Sunny,1,51.45,Autumn,7661.4175000000005
5761,2022-02-27,P0002,Electronics,South,17,94.87,20,Snowy,0,90.87,Spring,1290.232
5762,2022-02-27,P0003,Furniture,South,144,49.91,0,Snowy,1,48.6,Spring,7187.039999999999
5763,2022-02-27,P0004,Toys,North,194,33.91,5,Cloudy,0,38.23,Autumn,6249.6129999999985
5764,2022-02-27,P0005,Clothing,North,20,49.81,20,Sunny,0,45.65,Winter,796.96
5765,2022-02-27,P0006,Furniture,West,114,87.42,0,Cloudy,0,92.22,Winter,9965.880000000001
5766,2022-02-27,P0007,Groceries,South,37,29.22,15,Snowy,0,32.76,Winter,918.9689999999998
5767,2022-02-27,P0008,Clothing,South,21,86.36,15,Snowy,0,87.59,Autumn,1541.5259999999998
5768,2022-02-27,P0009,Clothing,West,120,62.39,10,Cloudy,0,64.05,Winter,6738.12
5769,2022-02-27,P0010,Electronics,South,261,83.42,5,Cloudy,0,85.64,Summer,20683.988999999998
5770,2022-02-27,P0011,Toys,North,233,27.63,0,Sunny,0,32.33,Spring,6437.79
5771,2022-02-27,P0012,Groceries,South,70,60.02,15,Snowy,1,59.94,Spring,3571.1900000000005
5772,2022-02-27,P0013,Toys,South,188,69.27,10,Sunny,1,72.23,Autumn,11720.483999999999
5773,2022-02-27,P0014,Clothing,East,365,87.9,20,Rainy,1,85.01,Summer,25666.800000000003
5774,2022-02-27,P0015,Groceries,North,243,21.63,5,Cloudy,0,26.06,Winter,4993.2855
5775,2022-02-27,P0016,Electronics,South,96,34.72,15,Sunny,0,30.75,Winter,2833.152
5776,2022-02-27,P0017,Electronics,West,127,83.53,15,Cloudy,0,80.3,Winter,9017.0635
5777,2022-02-27,P0018,Clothing,South,299,45.88,10,Snowy,0,41.59,Winter,12346.308
5778,2022-02-27,P0019,Clothing,South,440,82.69,10,Snowy,0,78.02,Autumn,32745.239999999998
5779,2022-02-27,P0020,Toys,South,153,81.64,20,Cloudy,0,84.2,Summer,9992.736
5860,2022-02-28,P0001,Electronics,South,101,40.0,10,Snowy,1,39.64,Winter,3636.0
5861,2022-02-28,P0002,Groceries,West,284,30.52,10,Cloudy,1,33.25,Autumn,7800.912
5862,2022-02-28,P0003,Groceries,South,318,45.48,0,Rainy,1,46.21,Winter,14462.64
5863,2022-02-28,P0004,Clothing,East,56,95.59,0,Snowy,1,97.79,Autumn,5353.04
5864,2022-02-28,P0005,Electronics,West,18,78.07,5,Sunny,0,74.31,Summer,1334.9969999999996
5865,2022-02-28,P0006,Clothing,East,376,62.21,0,Snowy,1,65.18,Winter,23390.96
5866,2022-02-28,P0007,Furniture,North,82,45.56,20,Snowy,1,48.56,Summer,2988.7360000000003
5867,2022-02-28,P0008,Electronics,East,1,76.49,5,Sunny,0,71.94,Spring,72.6655
5868,2022-02-28,P0009,Clothing,West,154,99.1,20,Cloudy,1,96.63,Winter,12209.12
5869,2022-02-28,P0010,Groceries,South,59,75.66,15,Snowy,1,80.18,Winter,3794.3489999999997
5870,2022-02-28,P0011,Furniture,West,71,30.8,10,Sunny,1,31.85,Summer,1968.1200000000001
5871,2022-02-28,P0012,Clothing,West,1,14.03,10,Snowy,0,14.88,Autumn,12.626999999999999
5872,2022-02-28,P0013,Electronics,East,297,49.74,10,Cloudy,1,48.49,Winter,13295.502
5873,2022-02-28,P0014,Toys,West,100,28.42,5,Cloudy,0,26.96,Autumn,2699.9
5874,2022-02-28,P0015,Groceries,South,157,94.96,10,Rainy,1,90.85,Spring,13417.848
5875,2022-02-28,P0016,Clothing,West,86,33.56,15,Snowy,0,29.79,Summer,2453.2360000000003
5876,2022-02-28,P0017,Electronics,West,260,37.38,15,Snowy,1,33.85,Winter,8260.980000000001
5877,2022-02-28,P0018,Toys,South,209,94.16,15,Sunny,0,92.34,Spring,16727.523999999998
5878,2022-02-28,P0019,Groceries,South,1,40.73,15,Sunny,1,37.25,Summer,34.6205
5879,2022-02-28,P0020,Groceries,East,399,84.98,10,Snowy,1,81.22,Summer,30516.318000000003
5960,2022-03-01,P0001,Groceries,North,219,86.75,20,Rainy,1,85.88,Summer,15198.6
5961,2022-03-01,P0002,Toys,West,390,75.39,20,Cloudy,1,75.58,Summer,23521.68
5962,2022-03-01,P0003,Toys,East,263,97.13,10,Cloudy,0,94.88,Summer,22990.671
